loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
15.0,1.0,1.0,1.0,40.0,166.8,0.37,2.71,61.45,452.73,0.06,25.15,9,3,3,0,4.0,14.0,21.0,19.0,1.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8.0,7.0,9.0,7.0,3.0,False
33.0,3.0,1.0,3.0,98.0,502.67,0.09,11.33,44.35,5696.92,0.17,316.5,23,4,4,0,14.0,21.0,64.0,34.0,5.0,False
41.0,9.0,1.0,3.0,94.0,474.17,0.05,18.35,25.84,8702.47,0.16,483.47,33,0,5,1,16.0,17.0,55.0,39.0,17.0,False
12.0,3.0,3.0,2.0,38.0,171.9,0.11,9.27,18.54,1593.94,0.06,88.55,8,0,1,1,12.0,11.0,21.0,17.0,5.0,False
27.0,2.0,1.0,2.0,81.0,405.0,0.09,11.28,35.91,4567.5,0.14,253.75,21,1,2,0,14.0,18.0,52.0,29.0,3.0,False
20.0,2.0,1.0,2.0,57.0,279.69,0.13,7.67,36.48,2144.31,0.09,119.13,14,0,3,0,12.0,18.0,34.0,23.0,3.0,False
29.0,5.0,1.0,2.0,104.0,515.24,0.07,13.36,38.56,6884.13,0.17,382.45,14,7,5,1,13.0,18.0,67.0,37.0,9.0,False
105.0,10.0,4.0,7.0,393.0,2512.18,0.03,31.78,79.05,79836.25,0.84,4435.35,86,1,16,0,25.0,59.0,243.0,150.0,19.0,False
19.0,2.0,1.0,2.0,37.0,167.37,0.23,4.27,39.23,714.12,0.06,39.67,10,0,3,4,8.0,15.0,21.0,16.0,3.0,False
5.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,1,0,4.0,4.0,5.0,4.0,1.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
23.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
63.0,6.0,1.0,6.0,194.0,1121.58,0.05,20.85,53.8,23381.91,0.37,1298.99,51,2,7,1,19.0,36.0,115.0,79.0,11.0,False
35.0,6.0,1.0,3.0,84.0,423.73,0.06,15.83,26.76,6709.04,0.14,372.72,22,5,6,0,15.0,18.0,46.0,38.0,11.0,False
60.0,13.0,1.0,12.0,166.0,871.16,0.09,11.64,74.85,10138.45,0.29,563.25,55,0,3,0,9.0,29.0,91.0,75.0,25.0,False
43.0,15.0,15.0,13.0,183.0,980.43,0.04,22.72,43.15,22275.42,0.33,1237.52,37,0,2,2,16.0,25.0,112.0,71.0,29.0,False
37.0,5.0,1.0,4.0,147.0,765.79,0.05,21.68,35.33,16598.49,0.26,922.14,30,0,5,0,17.0,20.0,96.0,51.0,9.0,False
12.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
8.0,1.0,1.0,1.0,11.0,30.88,0.67,1.5,20.59,46.32,0.01,2.57,4,0,2,0,3.0,4.0,7.0,4.0,1.0,False
22.0,1.0,1.0,1.0,89.0,445.0,0.11,9.09,48.95,4045.45,0.15,224.75,17,1,2,0,10.0,22.0,49.0,40.0,1.0,False
13.0,3.0,3.0,2.0,29.0,123.19,0.17,5.85,21.06,720.66,0.04,40.04,11,0,0,0,9.0,10.0,16.0,13.0,5.0,False
33.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
24.0,7.0,1.0,7.0,107.0,548.83,0.04,26.47,20.73,14527.94,0.18,807.11,19,0,3,0,18.0,17.0,57.0,50.0,13.0,False
16.0,1.0,1.0,1.0,38.0,166.91,0.47,2.12,78.82,353.45,0.06,19.64,8,3,3,0,4.0,17.0,20.0,18.0,1.0,False
4.0,1.0,1.0,1.0,17.0,60.94,0.22,4.5,13.54,274.25,0.02,15.24,2,0,0,0,9.0,3.0,14.0,3.0,1.0,False
23.0,2.0,1.0,2.0,32.0,138.3,0.17,6.0,23.05,829.81,0.05,46.1,13,3,5,0,10.0,10.0,20.0,12.0,3.0,False
24.0,6.0,6.0,3.0,55.0,241.58,0.05,19.5,12.39,4710.76,0.08,261.7,12,4,3,0,13.0,8.0,31.0,24.0,11.0,False
4.0,1.0,1.0,1.0,13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2,0,0,0,4.0,5.0,8.0,5.0,1.0,False
22.0,4.0,4.0,2.0,60.0,278.63,0.05,19.56,14.25,5448.79,0.09,302.71,17,1,1,0,16.0,9.0,38.0,22.0,7.0,False
15.0,4.0,3.0,2.0,33.0,137.61,0.08,11.79,11.68,1621.8,0.05,90.1,11,0,2,0,11.0,7.0,18.0,15.0,7.0,False
40.0,11.0,9.0,7.0,126.0,679.43,0.07,15.28,44.47,10380.21,0.23,576.68,30,0,8,0,15.0,27.0,71.0,55.0,21.0,False
22.0,3.0,1.0,2.0,53.0,239.75,0.1,10.08,23.78,2417.47,0.08,134.3,12,5,3,0,11.0,12.0,31.0,22.0,5.0,False
6.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,1,0,5.0,6.0,8.0,7.0,1.0,False
32.0,6.0,1.0,1.0,54.0,229.39,0.19,5.31,43.22,1217.52,0.08,67.64,24,0,3,3,6.0,13.0,31.0,23.0,11.0,True
26.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
34.0,13.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False
8.0,2.0,1.0,2.0,25.0,108.05,0.18,5.5,19.65,594.27,0.04,33.01,6,0,0,0,10.0,10.0,14.0,11.0,3.0,False
20.0,5.0,1.0,2.0,69.0,324.33,0.07,15.0,21.62,4864.96,0.11,270.28,15,0,3,0,13.0,13.0,39.0,30.0,9.0,False
14.0,2.0,1.0,2.0,31.0,131.69,0.15,6.67,19.75,877.91,0.04,48.77,8,1,2,1,10.0,9.0,19.0,12.0,3.0,False
16.0,8.0,8.0,7.0,57.0,257.83,0.1,9.62,26.82,2479.26,0.09,137.74,11,2,1,0,10.0,13.0,32.0,25.0,15.0,False
18.0,2.0,1.0,2.0,65.0,276.12,0.06,17.87,15.45,4935.56,0.09,274.2,15,0,1,0,11.0,8.0,39.0,26.0,3.0,False
8.0,1.0,1.0,1.0,13.0,36.5,0.67,1.5,24.33,54.74,0.01,3.04,5,0,1,0,3.0,4.0,9.0,4.0,1.0,False
30.0,3.0,1.0,3.0,80.0,384.59,0.08,12.38,31.08,4759.28,0.13,264.4,19,4,5,0,12.0,16.0,47.0,33.0,5.0,False
19.0,2.0,1.0,2.0,52.0,241.48,0.21,4.86,49.68,1173.86,0.08,65.2,14,0,3,0,7.0,18.0,27.0,25.0,3.0,False
17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10.0,18.0,33.0,30.0,7.0,False
14.0,2.0,1.0,2.0,26.0,104.0,0.18,5.5,18.91,572.0,0.03,31.78,8,1,2,0,8.0,8.0,15.0,11.0,3.0,False
13.0,1.0,1.0,1.0,31.0,131.69,0.2,4.95,26.6,651.84,0.04,36.21,6,0,3,0,9.0,10.0,20.0,11.0,1.0,False
20.0,2.0,1.0,2.0,31.0,143.96,0.13,7.64,18.85,1099.33,0.05,61.07,14,0,3,1,14.0,11.0,19.0,12.0,3.0,False
55.0,17.0,16.0,16.0,143.0,755.81,0.05,18.75,40.31,14171.48,0.25,787.3,26,20,6,1,15.0,24.0,83.0,60.0,33.0,False
13.0,2.0,1.0,2.0,28.0,112.0,0.18,5.5,20.36,616.0,0.04,34.22,8,1,2,0,8.0,8.0,17.0,11.0,3.0,False
64.0,10.0,1.0,7.0,206.0,1201.58,0.04,26.72,44.97,32106.8,0.4,1783.71,51,5,6,0,23.0,34.0,127.0,79.0,19.0,False
75.0,7.0,1.0,7.0,235.0,1393.72,0.05,19.05,73.17,26545.57,0.46,1474.75,54,5,10,3,18.0,43.0,144.0,91.0,13.0,False
34.0,6.0,1.0,4.0,131.0,666.46,0.04,28.44,23.43,18957.02,0.22,1053.17,23,2,6,0,16.0,18.0,67.0,64.0,11.0,False
21.0,7.0,1.0,1.0,78.0,342.6,0.04,23.33,14.68,7994.02,0.11,444.11,18,0,1,0,12.0,9.0,43.0,35.0,13.0,False
12.0,2.0,1.0,1.0,17.0,64.73,0.25,4.0,16.18,258.89,0.02,14.38,10,0,0,0,8.0,6.0,11.0,6.0,3.0,False
11.0,2.0,1.0,1.0,23.0,72.91,0.16,6.25,11.67,455.68,0.02,25.32,9,0,0,0,5.0,4.0,13.0,10.0,3.0,False
16.0,2.0,1.0,1.0,23.0,95.91,0.14,7.07,13.56,678.21,0.03,37.68,8,1,3,0,11.0,7.0,14.0,9.0,3.0,False
12.0,3.0,1.0,3.0,33.0,122.11,0.16,6.43,19.0,785.02,0.04,43.61,10,0,0,0,6.0,7.0,18.0,15.0,5.0,False
7.0,1.0,1.0,1.0,41.0,170.97,0.15,6.8,25.14,1162.58,0.06,64.59,4,0,1,0,8.0,10.0,24.0,17.0,1.0,False
48.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
41.0,10.0,3.0,9.0,95.0,508.97,0.06,17.62,28.89,8967.52,0.17,498.2,35,0,4,0,20.0,21.0,58.0,37.0,15.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6.0,2.0,7.0,2.0,1.0,False
76.0,6.0,1.0,4.0,177.0,928.88,0.02,41.11,22.59,38187.42,0.31,2121.52,47,10,13,4,20.0,18.0,103.0,74.0,11.0,False
89.0,24.0,23.0,9.0,268.0,1608.0,0.04,25.23,63.74,40565.45,0.54,2253.64,71,6,10,0,20.0,44.0,157.0,111.0,47.0,False
21.0,3.0,1.0,3.0,58.0,272.63,0.09,11.57,23.56,3154.67,0.09,175.26,16,0,3,0,12.0,14.0,31.0,27.0,5.0,False
9.0,4.0,3.0,2.0,36.0,155.59,0.09,11.67,13.34,1815.21,0.05,100.84,6,0,1,0,14.0,6.0,26.0,10.0,7.0,False
4.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5.0,2.0,6.0,3.0,1.0,False
19.0,3.0,1.0,2.0,43.0,188.87,0.08,12.0,15.74,2266.44,0.06,125.91,14,0,3,0,12.0,9.0,25.0,18.0,5.0,False
11.0,1.0,1.0,1.0,21.0,79.95,0.19,5.33,14.99,426.42,0.03,23.69,5,0,4,0,8.0,6.0,13.0,8.0,1.0,False
34.0,3.0,1.0,2.0,125.0,655.99,0.06,16.92,38.78,11097.18,0.22,616.51,26,2,2,4,14.0,24.0,67.0,58.0,5.0,False
70.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
17.0,5.0,1.0,2.0,30.0,127.44,0.1,10.29,12.39,1310.79,0.04,72.82,13,0,2,0,12.0,7.0,18.0,12.0,9.0,False
28.0,6.0,5.0,2.0,63.0,306.05,0.07,14.77,20.72,4520.16,0.1,251.12,21,0,5,0,16.0,13.0,39.0,24.0,11.0,False
28.0,7.0,1.0,6.0,138.0,707.84,0.04,25.97,27.25,18384.21,0.24,1021.34,21,0,5,0,17.0,18.0,83.0,55.0,13.0,False
21.0,5.0,1.0,2.0,64.0,281.11,0.06,17.33,16.21,4872.54,0.09,270.7,14,2,3,0,12.0,9.0,38.0,26.0,9.0,False
35.0,5.0,1.0,4.0,84.0,412.18,0.06,16.63,24.79,6852.47,0.14,380.69,28,0,5,0,14.0,16.0,46.0,38.0,9.0,False
16.0,4.0,3.0,2.0,36.0,165.06,0.09,10.83,15.24,1788.14,0.06,99.34,11,0,3,0,15.0,9.0,23.0,13.0,7.0,False
58.0,8.0,8.0,8.0,129.0,695.61,0.05,20.63,33.73,14346.93,0.23,797.05,45,1,10,0,18.0,24.0,74.0,55.0,15.0,False
20.0,5.0,1.0,1.0,43.0,185.84,0.16,6.11,30.41,1135.71,0.06,63.09,18,0,0,0,11.0,9.0,33.0,10.0,6.0,False
24.0,3.0,1.0,2.0,53.0,236.35,0.1,10.5,22.51,2481.67,0.08,137.87,19,0,3,0,11.0,11.0,32.0,21.0,5.0,False
16.0,3.0,1.0,2.0,39.0,181.11,0.15,6.68,27.12,1209.56,0.06,67.2,12,0,2,0,11.0,14.0,22.0,17.0,5.0,False
11.0,3.0,3.0,2.0,28.0,124.86,0.11,8.75,14.27,1092.56,0.04,60.7,8,0,1,0,14.0,8.0,18.0,10.0,5.0,False
21.0,5.0,1.0,4.0,72.0,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,18,0,1,0,12.0,15.0,39.0,33.0,9.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,2,0,0,0,6.0,3.0,7.0,3.0,1.0,False
123.0,27.0,15.0,7.0,643.0,4334.76,0.02,50.68,85.53,219701.17,1.44,12205.62,113,0,7,1,28.0,79.0,357.0,286.0,53.0,False
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
14.0,2.0,1.0,2.0,32.0,130.8,0.16,6.22,21.02,813.86,0.04,45.21,10,0,2,0,8.0,9.0,18.0,14.0,3.0,False
5.0,2.0,1.0,1.0,20.0,76.15,0.14,7.2,10.58,548.26,0.03,30.46,5,0,0,0,9.0,5.0,12.0,8.0,3.0,False
35.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
45.0,6.0,3.0,4.0,112.0,603.94,0.08,13.06,46.26,7884.77,0.2,438.04,41,0,2,0,15.0,27.0,65.0,47.0,11.0,False
104.0,18.0,6.0,10.0,351.0,2000.85,0.02,53.14,37.65,106331.12,0.67,5907.28,75,12,14,1,24.0,28.0,227.0,124.0,35.0,False
7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6.0,5.0,8.0,6.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
16.0,1.0,1.0,1.0,36.0,147.15,0.14,7.31,20.12,1076.02,0.05,59.78,9,1,4,0,9.0,8.0,23.0,13.0,1.0,False
28.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
6.0,1.0,1.0,1.0,21.0,69.76,0.3,3.33,20.93,232.53,0.02,12.92,3,0,1,0,4.0,7.0,13.0,11.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
29.0,5.0,5.0,2.0,108.0,578.62,0.04,23.74,24.38,13734.51,0.19,763.03,27,0,2,0,22.0,19.0,67.0,41.0,9.0,False
11.0,3.0,3.0,2.0,18.0,66.61,0.29,3.5,19.03,233.13,0.02,12.95,9,0,0,0,7.0,6.0,12.0,6.0,5.0,False
7.0,1.0,1.0,1.0,20.0,76.15,0.29,3.5,21.76,266.51,0.03,14.81,5,0,0,0,7.0,7.0,13.0,7.0,1.0,False
8.0,2.0,1.0,1.0,17.0,58.81,0.14,7.0,8.4,411.67,0.02,22.87,6,0,0,0,7.0,4.0,9.0,8.0,3.0,False
19.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
25.0,2.0,1.0,2.0,44.0,206.82,0.1,10.23,20.22,2115.2,0.07,117.51,17,2,3,0,15.0,11.0,29.0,15.0,3.0,False
24.0,3.0,1.0,3.0,45.0,197.65,0.2,5.0,39.53,988.27,0.07,54.9,18,0,4,0,7.0,14.0,25.0,20.0,5.0,False
40.0,4.0,1.0,2.0,149.0,776.21,0.03,30.6,25.37,23751.98,0.26,1319.55,31,3,3,0,17.0,20.0,77.0,72.0,7.0,False
18.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
46.0,5.0,1.0,2.0,72.0,372.23,0.07,14.0,26.59,5211.28,0.12,289.52,34,1,9,0,18.0,18.0,44.0,28.0,6.0,False
17.0,3.0,1.0,3.0,54.0,237.19,0.12,8.63,27.5,2045.72,0.08,113.65,14,0,1,0,9.0,12.0,31.0,23.0,5.0,False
32.0,5.0,3.0,3.0,97.0,480.56,0.05,18.82,25.53,9044.77,0.16,502.49,27,0,3,0,17.0,14.0,66.0,31.0,9.0,False
15.0,4.0,4.0,3.0,28.0,106.61,0.22,4.5,23.69,479.73,0.04,26.65,13,0,0,0,7.0,7.0,19.0,9.0,7.0,False
18.0,3.0,3.0,2.0,41.0,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,13,1,2,0,14.0,10.0,26.0,15.0,5.0,False
18.0,5.0,1.0,1.0,54.0,186.81,0.06,17.5,10.67,3269.16,0.06,181.62,11,0,4,0,7.0,4.0,34.0,20.0,9.0,False
62.0,12.0,12.0,1.0,126.0,656.39,0.06,17.39,37.75,11412.25,0.22,634.01,39,19,4,0,15.0,22.0,75.0,51.0,23.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
14.0,3.0,3.0,1.0,25.0,102.19,0.11,9.17,11.15,936.71,0.03,52.04,10,0,2,0,11.0,6.0,15.0,10.0,5.0,False
27.0,5.0,5.0,2.0,54.0,244.27,0.13,7.79,31.35,1903.29,0.08,105.74,22,0,0,0,11.0,12.0,37.0,17.0,9.0,False
22.0,4.0,1.0,2.0,39.0,171.3,0.12,8.18,20.94,1401.55,0.06,77.86,16,0,4,0,10.0,11.0,21.0,18.0,7.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
24.0,3.0,1.0,3.0,70.0,346.79,0.11,9.16,37.87,3175.9,0.12,176.44,18,0,4,0,12.0,19.0,41.0,29.0,5.0,False
10.0,4.0,4.0,1.0,29.0,125.34,0.12,8.25,15.19,1034.02,0.04,57.45,8,0,0,0,12.0,8.0,18.0,11.0,7.0,False
40.0,7.0,1.0,6.0,113.0,631.1,0.07,14.1,44.76,8898.52,0.21,494.36,35,0,2,0,18.0,30.0,66.0,47.0,10.0,False
53.0,8.0,1.0,7.0,127.0,743.96,0.07,14.47,51.4,10767.89,0.25,598.22,48,0,5,0,20.0,38.0,72.0,55.0,15.0,False
39.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
132.0,24.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,47.0,False
56.0,5.0,1.0,4.0,153.0,840.25,0.05,20.33,41.32,17085.15,0.28,949.18,39,8,6,0,18.0,27.0,92.0,61.0,9.0,False
25.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
31.0,3.0,1.0,2.0,149.0,813.46,0.05,18.35,44.34,14923.78,0.27,829.1,22,0,7,0,18.0,26.0,96.0,53.0,5.0,False
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
138.0,1.0,1.0,1.0,751.0,4956.53,0.04,25.15,197.09,124650.94,1.65,6925.05,83,16,33,4,13.0,84.0,426.0,325.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False
104.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8.0,7.0,9.0,7.0,3.0,False
9.0,1.0,1.0,1.0,49.0,230.32,0.14,7.19,32.04,1655.44,0.08,91.97,8,0,1,0,10.0,16.0,26.0,23.0,1.0,False
32.0,14.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,False
21.0,2.0,1.0,2.0,60.0,294.41,0.14,7.0,42.06,2060.88,0.1,114.49,16,0,3,0,10.0,20.0,32.0,28.0,3.0,False
25.0,1.0,1.0,1.0,36.0,147.15,0.23,4.36,33.72,642.1,0.05,35.67,11,8,4,0,6.0,11.0,20.0,16.0,1.0,False
136.0,16.0,14.0,14.0,376.0,2416.28,0.03,38.16,63.32,92199.99,0.81,5122.22,95,18,20,1,29.0,57.0,226.0,150.0,31.0,False
10.0,2.0,1.0,1.0,26.0,114.2,0.14,7.31,15.62,835.09,0.04,46.39,7,0,1,0,13.0,8.0,17.0,9.0,3.0,False
15.0,4.0,4.0,2.0,46.0,205.13,0.06,15.75,13.02,3230.86,0.07,179.49,13,0,0,0,14.0,8.0,28.0,18.0,7.0,False
28.0,3.0,1.0,3.0,47.0,162.59,0.1,10.2,15.94,1658.45,0.05,92.14,24,0,2,0,6.0,5.0,30.0,17.0,5.0,False
8.0,1.0,1.0,1.0,20.0,74.01,0.5,2.0,37.0,148.02,0.02,8.22,6,0,0,0,4.0,9.0,11.0,9.0,1.0,False
12.0,3.0,3.0,2.0,38.0,178.62,0.11,8.75,20.41,1562.9,0.06,86.83,8,0,2,0,14.0,12.0,23.0,15.0,5.0,False
9.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
31.0,6.0,4.0,5.0,102.0,539.11,0.04,22.63,23.82,12200.93,0.18,677.83,24,0,5,0,20.0,19.0,59.0,43.0,11.0,False
22.0,4.0,4.0,2.0,60.0,278.63,0.05,19.56,14.25,5448.79,0.09,302.71,17,1,1,0,16.0,9.0,38.0,22.0,7.0,False
5.0,1.0,1.0,1.0,13.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,3,0,0,0,4.0,5.0,7.0,6.0,1.0,False
7.0,2.0,1.0,1.0,19.0,68.11,0.13,7.5,9.08,510.86,0.02,28.38,5,0,0,0,9.0,3.0,14.0,5.0,3.0,False
27.0,4.0,3.0,3.0,43.0,188.87,0.09,11.0,17.17,2077.57,0.06,115.42,15,5,5,0,11.0,10.0,23.0,20.0,7.0,False
30.0,3.0,3.0,3.0,50.0,219.62,0.11,9.09,24.16,1996.51,0.07,110.92,21,0,7,0,10.0,11.0,30.0,20.0,5.0,False
29.0,8.0,8.0,3.0,116.0,574.69,0.05,20.63,27.86,11852.91,0.19,658.5,19,6,2,0,15.0,16.0,72.0,44.0,15.0,False
16.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
39.0,3.0,1.0,2.0,117.0,634.87,0.07,14.22,44.64,9029.3,0.21,501.63,25,7,4,0,16.0,27.0,69.0,48.0,5.0,False
37.0,12.0,3.0,3.0,102.0,569.67,0.05,18.48,30.83,10526.44,0.19,584.8,28,6,1,0,25.0,23.0,68.0,34.0,21.0,False
21.0,6.0,1.0,4.0,90.0,445.88,0.05,18.75,23.78,8360.2,0.15,464.46,17,0,1,1,15.0,16.0,50.0,40.0,11.0,False
7.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3.0,0.0,3.0,0.0,1.0,False
11.0,2.0,1.0,2.0,41.0,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,8,0,0,0,14.0,10.0,26.0,15.0,3.0,False
28.0,1.0,1.0,1.0,89.0,418.34,0.11,8.74,47.89,3654.32,0.14,203.02,19,0,5,0,9.0,17.0,56.0,33.0,1.0,False
92.0,13.0,1.0,2.0,156.0,856.73,0.04,22.31,38.4,19115.77,0.29,1061.99,72,0,17,0,21.0,24.0,105.0,51.0,14.0,False
25.0,9.0,6.0,2.0,86.0,413.43,0.03,28.8,14.36,11906.86,0.14,661.49,20,1,2,0,18.0,10.0,54.0,32.0,17.0,False
66.0,10.0,3.0,9.0,247.0,1434.42,0.04,26.7,53.72,38298.92,0.48,2127.72,49,4,10,1,21.0,35.0,158.0,89.0,19.0,False
44.0,4.0,1.0,4.0,149.0,827.63,0.06,16.77,49.34,13882.89,0.28,771.27,33,2,7,0,16.0,31.0,84.0,65.0,7.0,False
89.0,8.0,1.0,5.0,171.0,944.53,0.05,21.69,43.55,20486.51,0.31,1138.14,62,13,12,0,17.0,29.0,97.0,74.0,15.0,False
19.0,3.0,3.0,2.0,44.0,204.33,0.1,9.75,20.96,1992.21,0.07,110.68,12,2,3,0,13.0,12.0,26.0,18.0,5.0,False
5.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,3,0,0,0,4.0,6.0,7.0,6.0,1.0,False
45.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
12.0,3.0,3.0,2.0,30.0,131.77,0.11,8.94,14.74,1177.69,0.04,65.43,10,0,0,0,13.0,8.0,19.0,11.0,5.0,False
7.0,2.0,1.0,1.0,15.0,55.51,0.18,5.63,9.87,312.22,0.02,17.35,5,0,0,0,9.0,4.0,10.0,5.0,3.0,False
59.0,16.0,13.0,5.0,164.0,900.66,0.03,29.2,30.84,26299.39,0.3,1461.08,46,2,9,0,20.0,25.0,91.0,73.0,31.0,False
17.0,2.0,1.0,1.0,33.0,144.95,0.11,9.33,15.53,1352.83,0.05,75.16,7,3,4,0,12.0,9.0,19.0,14.0,3.0,False
16.0,3.0,1.0,3.0,40.0,169.92,0.11,9.0,18.88,1529.25,0.06,84.96,12,0,2,0,9.0,10.0,20.0,20.0,5.0,False
25.0,5.0,1.0,1.0,117.0,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,21,1,1,0,8.0,16.0,58.0,59.0,9.0,False
